iter	MultiClass
295	0.09895562199
296	0.09877660788
297	0.09856531722
298	0.09837534025
299	0.09825780725
300	0.09810843265
301	0.09793858121
302	0.0977415127
303	0.09750709947
304	0.09730038619
305	0.09720291962
306	0.09702523123
307	0.09683738141
308	0.09664829376
309	0.0965259842
310	0.09632786329
311	0.09610290088
312	0.09593247669
313	0.09576904471
314	0.0955933681
315	0.09542764012
316	0.0953249949
317	0.09513761173
318	0.0949884552
319	0.09477839891
320	0.09469299957
321	0.09452810056
322	0.09433725407
323	0.09421944394
324	0.09396239899
325	0.09374678963
326	0.09354385352
327	0.09340334194
328	0.09330442462
329	0.09310777613
330	0.09287578806
331	0.09274270152
332	0.09254980791
333	0.09236607843
334	0.09222016568
335	0.09208517227
336	0.09185199263
337	0.0917244121
338	0.09154231691
339	0.09141707792
340	0.0912530619
341	0.09111923632
342	0.09090127938
343	0.09072234849
344	0.09052761202
345	0.09034489788
346	0.09013947118
347	0.08995051268
348	0.08980855881
349	0.08966133083
350	0.08951506822
351	0.08936761754
352	0.08914908142
353	0.08894149752
354	0.08878977505
355	0.08871264769
356	0.08861014365
357	0.08846465759
358	0.08834565696
359	0.08814796945
360	0.08804801968
361	0.08784758216
362	0.08767745674
363	0.08756162083
364	0.08741474657
365	0.08724220009
366	0.08708787822
367	0.086945691
368	0.08680092197
369	0.08671707471
370	0.08663179681
371	0.08651588714
372	0.08640568825
373	0.08626602141
374	0.08611282127
375	0.08594793645
376	0.08579689038
377	0.08571102459
378	0.08556483124
379	0.08550310785
380	0.08536922018
381	0.08523626288
382	0.08505829911
383	0.08491393897
384	0.0848007227
385	0.08468877327
386	0.0845215662
387	0.08437868207
388	0.08419274355
389	0.08402523392
390	0.08389998655
391	0.08377842719
392	0.08359208569
393	0.08344946186
394	0.08334273552
395	0.08325760694
396	0.08313304104
397	0.08300510469
398	0.08285241371
399	0.08276660591
400	0.082673509
401	0.08261541663
402	0.0824722497
403	0.08234210813
404	0.08218443476
405	0.08207177972
406	0.08191248581
407	0.08185329453
408	0.0817586467
409	0.08166781765
410	0.08154170271
411	0.0814530046
412	0.08128472318
413	0.08117032088
414	0.08109446241
415	0.08100323173
416	0.08085369507
417	0.0806582733
418	0.08059760525
419	0.08050409896
420	0.08043217197
421	0.08030540465
422	0.08019201163
423	0.08015422098
424	0.08005723697
425	0.08000141507
426	0.07992450239
427	0.07977247566
428	0.07963956379
429	0.0795863865
430	0.07952468958
431	0.07941276561
432	0.0792469565
433	0.07912979685
434	0.07900475028
435	0.07892123707
436	0.0787911404
437	0.07869521213
438	0.0785507749
439	0.07841373586
440	0.07830532501
441	0.07819530501
442	0.07802040289
443	0.07788124206
444	0.0777563508
445	0.07766140585
446	0.07755923954
447	0.07745036819
448	0.0773663445
449	0.07716577768
450	0.07700538692
451	0.07681712159
452	0.07672797735
453	0.07661795694
454	0.07652557174
455	0.07646817113
456	0.07640758227
457	0.07629255994
458	0.07619718492
459	0.07615441648
460	0.07607609316
461	0.07593136131
462	0.07583945433
463	0.07578736695
464	0.07568450474
465	0.07561505506
466	0.07548487586
467	0.07537619879
468	0.07529956166
469	0.07520463405
470	0.0751520762
471	0.07503429664
472	0.07493323217
473	0.07487824727
474	0.07480407652
475	0.07474227611
476	0.07465428531
477	0.07459291473
478	0.07439025203
479	0.07432121414
480	0.07425587385
481	0.07419523268
482	0.07412718244
483	0.0740616685
484	0.07397851504
485	0.07389260183
486	0.07381060164
487	0.07370039327
488	0.07361297425
489	0.073576504
490	0.0735204943
491	0.0734386039
492	0.07333481338
493	0.07321530412
494	0.07316837156
495	0.07303044595
496	0.0729383083
497	0.07286047202
498	0.07278349918
499	0.07267391955
500	0.07256941624
501	0.07248117988
502	0.07243035346
503	0.07238862228
504	0.07236183454
505	0.07224189087
506	0.07218649521
507	0.07210038406
508	0.0720519392
509	0.0719136999
510	0.07186054505
511	0.07175448557
512	0.07163116006
513	0.07154658901
514	0.07146350019
515	0.07135873074
516	0.07127768993
517	0.07126064382
518	0.0711948251
519	0.07109065333
520	0.07104709428
521	0.07096855513
522	0.07089865713
523	0.0708118163
524	0.07069700672
525	0.07059092696
526	0.0704787632
527	0.0703441963
528	0.07026959918
529	0.07013738881
530	0.07007232379
531	0.07000078424
532	0.06991331164
533	0.06981175028
534	0.06969903353
535	0.06960904517
536	0.0695371129
537	0.06946620501
538	0.06940195421
539	0.06933196769
540	0.06929018303
541	0.06924105534
542	0.06915636296
543	0.06912277184
544	0.069084196
545	0.06899883738
546	0.06890562994
547	0.0688227831
548	0.06875612111
549	0.06865366773
550	0.06855193901
551	0.06848317986
552	0.06841544057
553	0.06833173938
554	0.06827502248
555	0.06819696954
556	0.06809987723
557	0.06803079911
558	0.06797863618
559	0.06790291656
560	0.06784003616
561	0.06775410018
562	0.0676671874
563	0.06757787659
564	0.06754117389
565	0.06748055343
566	0.06739301438
567	0.06733203151
568	0.06726813789
569	0.06720456678
570	0.06716586256
571	0.06709269011
572	0.06705951287
573	0.06697653171
574	0.06695278993
575	0.0669200074
576	0.06686063023
577	0.06679401783
578	0.06668795862
579	0.06661268433
580	0.0665684352
581	0.06649792246
582	0.06644104451
583	0.06640008252
584	0.0662770899
585	0.06621845211
586	0.0661585595
587	0.06604109804
588	0.06597785921
589	0.06588672241
590	0.06584916627
591	0.06579569542
592	0.06574555102
593	0.06565402514
594	0.06554451863
595	0.06546011367
596	0.06542794036
597	0.06539001042
598	0.0653229325
599	0.06528364425
600	0.06520119178
601	0.06518296541
602	0.06515413411
603	0.06508455743
604	0.06500350139
605	0.06494237609
606	0.06485889439
607	0.0647741367
608	0.06471945846
609	0.06464278309
610	0.06455111772
611	0.06448383406
612	0.06441207928
613	0.06434115713
614	0.06428686958
615	0.0642628886
616	0.06417784186
617	0.06412816033
618	0.06406527225
619	0.0639874788
620	0.06391744185
621	0.06384673858
622	0.06378748066
623	0.063749114
624	0.06372098477
625	0.06366844412
626	0.06361140677
627	0.06354182892
628	0.06346163781
629	0.06343155189
630	0.06333829831
631	0.06329406638
632	0.06318890982
633	0.06310558381
634	0.06302238543
635	0.0629390942
636	0.06290816889
637	0.06285040089
638	0.06281094487
639	0.06274633651
640	0.06270997071
641	0.06265291383
642	0.06255369727
643	0.06252687402
644	0.0624822039
645	0.06246278725
646	0.06242885188
647	0.06235980346
648	0.06228387923
649	0.06219479357
650	0.06216063527
651	0.0620675362
652	0.06202081347
653	0.06195818082
654	0.06193480513
655	0.06186544402
656	0.06180944064
657	0.06178254529
658	0.06173112442
659	0.06165952791
660	0.06157322399
661	0.0615077657
662	0.06144940778
663	0.06141821874
664	0.06135796655
665	0.06133662574
666	0.0612941676
667	0.06120825784
668	0.06119425578
669	0.06112839345
670	0.06108064976
671	0.06102545159
672	0.06096286028
673	0.06092959036
674	0.06089682002
675	0.06084243245
676	0.06080529917
677	0.06075634512
678	0.06071456995
679	0.06067205439
680	0.06064897565
681	0.06060173532
682	0.06054738744
683	0.06047249602
684	0.06041980275
685	0.06024486557
686	0.06019793311
687	0.06014029233
688	0.06012709736
689	0.06005941477
690	0.06000305476
691	0.05992812969
692	0.05987018222
693	0.05984873193
694	0.05981953042
695	0.0597520374
696	0.05971621224
697	0.05967479904
698	0.05960042162
699	0.05954248782
700	0.05946076294
701	0.05942945603
702	0.05936974565
703	0.05928526372
704	0.05923458714
705	0.05920410757
706	0.05914310195
707	0.05907728048
708	0.05904904369
709	0.0590245749
710	0.05899347727
711	0.05894924309
712	0.05885879
713	0.05882797252
714	0.05877132595
715	0.05873856237
716	0.05870037832
717	0.05865835571
718	0.05860625661
719	0.0585521802
720	0.05852842329
721	0.05845868998
722	0.05841891586
723	0.05834209014
724	0.05830444348
725	0.05824581817
726	0.05821632336
727	0.05816425107
728	0.05813133927
729	0.05810846043
730	0.05807955403
731	0.05800229825
732	0.05794824538
733	0.05792722378
734	0.05786221381
735	0.05781300811
736	0.05778634677
737	0.05776407953
738	0.05770939456
739	0.05765877696
740	0.05759253931
741	0.05756802678
742	0.05751729158
743	0.05749642399
744	0.05746504673
745	0.05740620618
746	0.05735357356
747	0.05729494856
748	0.05725196728
749	0.05721633659
750	0.05717298466
751	0.0571060208
752	0.0570532066
753	0.05696670088
754	0.05692778022
755	0.05690043514
756	0.0568551471
757	0.05681132656
758	0.05679357899
759	0.05674620565
760	0.05669602116
761	0.05665631772
762	0.05663779582
763	0.05661667865
764	0.05653813643
765	0.05649325639
766	0.05645419569
767	0.05637349873
768	0.05633663163
769	0.0563288701
770	0.05628137898
771	0.05624232612
772	0.05620701355
773	0.05614769792
774	0.05611534472
775	0.05608447303
776	0.05604826518
777	0.05603191035
778	0.05599322128
779	0.05595357938
780	0.05593581564
781	0.05587838954
782	0.05582097206
783	0.05577916993
784	0.05572528621
785	0.05566972536
786	0.05562025755
787	0.05558276304
788	0.05552483619
789	0.05550294701
790	0.05549142621
791	0.0554774999
792	0.05545480094
793	0.05540009136
794	0.05536378885
795	0.05529787858
796	0.0552461883
797	0.05521298576
798	0.05519192666
799	0.05514840062
800	0.05510751157
801	0.05508499453
802	0.05505380049
803	0.0549987986
804	0.05494998793
805	0.05483155194
806	0.05480255201
807	0.0547403931
808	0.05466979379
809	0.05464323919
810	0.05460393686
811	0.05459188729
812	0.05453627803
813	0.05448734172
814	0.05445717332
815	0.05440301367
816	0.05436226491
817	0.05434420888
818	0.05432519093
819	0.05429726167
820	0.0542650762
821	0.05424032164
822	0.05422006073
823	0.05416290212
824	0.05410801119
825	0.05407759633
826	0.05406185166
827	0.05402810889
828	0.05400316532
829	0.05397748642
830	0.05393416565
831	0.05392131064
832	0.05388284182
833	0.05382879234
834	0.0537709259
835	0.05371011863
836	0.05366929119
837	0.05359878787
838	0.05356550193
839	0.05353726777
840	0.05350158228
841	0.05344367879
842	0.05342179474
843	0.05337083705
844	0.05333011984
845	0.05329443614
846	0.05324639848
847	0.05321874367
848	0.05319616272
849	0.05316497582
850	0.0531134113
851	0.0530939587
852	0.05306515406
853	0.05301849395
854	0.05296970956
855	0.05294869068
856	0.05291636717
857	0.05287232744
858	0.0528390836
859	0.05279107522
860	0.0527756792
861	0.05272468119
862	0.05267790222
863	0.05265752996
864	0.05263337378
865	0.05257136553
866	0.05254643659
867	0.05252328488
868	0.0524777786
869	0.05243665337
870	0.05241006388
871	0.05238520848
872	0.05237167199
873	0.05235319054
874	0.05231325689
875	0.05228758048
876	0.05226556947
877	0.05225412723
878	0.05222777408
879	0.05219040258
880	0.05213250504
881	0.05207781662
882	0.05205772787
883	0.05201067489
884	0.05199028382
885	0.05196366323
886	0.05193869668
887	0.05189754207
888	0.05187687214
889	0.05186619312
890	0.05181963068
891	0.05178567068
892	0.05171841449
893	0.05167556585
894	0.05165636507
895	0.05162400781
896	0.05160893178
897	0.05155600124
898	0.05152090287
899	0.05150922692
900	0.05147846589
901	0.05143791616
902	0.05140441394
903	0.05137852904
904	0.05133299004
905	0.0513002206
906	0.05126219111
907	0.05121415061
908	0.05117529905
909	0.05114816817
910	0.05112478397
911	0.051099532
912	0.05107820928
913	0.0510593399
914	0.05103931292
915	0.05100785736
916	0.05097487881
917	0.05092911456
918	0.05088104471
919	0.05083691819
920	0.05080346639
921	0.05078075796
922	0.050762343
923	0.05073933449
924	0.05069296486
925	0.05068108353
926	0.05064272473
927	0.05060603324
928	0.05056696154
929	0.05052258847
930	0.05050512442
931	0.05048569524
932	0.05045743554
933	0.05043837135
934	0.05038277738
935	0.0503529642
936	0.05032832308
937	0.05032067946
938	0.05029172804
939	0.05024653268
940	0.05021186146
941	0.05018733264
942	0.05016949318
943	0.05010694125
944	0.05006330615
945	0.0500205322
946	0.05000209543
947	0.0499772667
948	0.04994944558
949	0.04993442786
950	0.04990576237
951	0.04987646868
952	0.04985811926
953	0.0498257139
954	0.04979840284
955	0.049774637
956	0.04974179298
957	0.04972492319
958	0.04966950502
959	0.04960693184
960	0.04957849812
961	0.04954037278
962	0.0495198774
963	0.04946964423
964	0.04945843048
965	0.049437038
966	0.0494128689
967	0.04939661705
968	0.04936389752
969	0.04932412553
970	0.04930371506
971	0.04928614024
972	0.04926445192
973	0.0492505138
974	0.04922867614
975	0.04919430083
976	0.04918677626
977	0.04914992676
978	0.04910942418
979	0.04908095391
980	0.04901959967
981	0.04898143125
982	0.04894870681
983	0.04892053667
984	0.04891138562
985	0.04889570059
986	0.04884225139
987	0.04882436872
988	0.04877565515
989	0.04875861479
990	0.0487335204
991	0.04869549872
992	0.04866387836
993	0.04863390302
994	0.04861056033
995	0.04859543739
996	0.04854897533
997	0.04850743707
998	0.04847789278
999	0.04843524419
